indicator1,indicator10,indicator11,indicator12,indicator13,indicator14,indicator15,indicator16,indicator17,indicator18,indicator19,indicator2,indicator21,indicator22,indicator23,indicator26,indicator27,indicator28,indicator29,indicator3,indicator4,indicator5,indicator6,indicator7,indicator8,indicator9,ID,label_1
1.372849474,1.241597098,1.78889127,1.001280616,2.072997601,2.615798343,1.063761163,1.009236438,0.948743452,1.073586527,1.675737703,1.486585249,1.007830927,1.00480565,0.99096088,1.00480565,1.007692371,0.997135315,1.019805529,1.675737703,1.320671625,0.596752104,1.270499537,1.939485781,0.855731112,1.928017847,AUS881,2
1.396423505,1.160455849,1.819191448,1.001280616,2.062114888,2.682486128,1.038731489,1.023383399,0.985224199,1.063020562,1.719773424,1.435398573,1.007830927,1.00480565,0.99096088,1.00480565,1.007692371,0.997135315,1.019805529,1.719773424,1.255238349,0.581471946,1.237004549,1.790508027,0.806079574,1.763372624,AUS881,2
1.330537705,1.160455849,1.819191448,1.001280616,2.062114888,2.682486128,1.038731489,1.023383399,0.985224199,1.063020562,1.719773424,1.511382299,1.007830927,1.00480565,0.99096088,1.00480565,1.007692371,0.997135315,1.019805529,1.719773424,1.335359946,0.581471946,1.306694946,1.790508027,0.806079574,1.763372624,AUS881,2
1.287936312,1.251741708,1.720566324,1.001813347,2.061422431,2.53627266,1.015902225,1.045520206,1.029154362,1.062146304,1.551925963,1.539988227,1.013563145,0.999967818,0.984832509,0.999967818,1.000840069,0.999128481,1.017140551,1.551925963,1.232551695,0.644360636,1.184976667,1.985651255,0.835385266,1.928671715,AUS1154,2
1.287936312,1.251741708,1.720566324,1.001813347,2.061422431,2.53627266,1.015902225,1.045520206,1.029154362,1.062146304,1.551925963,1.539988227,1.013563145,0.999967818,0.984832509,0.999967818,1.000840069,0.999128481,1.017140551,1.551925963,1.232551695,0.644360636,1.184976667,1.985651255,0.835385266,1.928671715,AUS1154,2
1.363353973,1.251741708,1.720566324,1.001813347,2.061422431,2.53627266,1.015902225,1.045520206,1.029154362,1.062146304,1.551925963,1.508875567,1.013563145,0.999967818,0.984832509,0.999967818,1.000840069,0.999128481,1.017140551,1.551925963,1.193334141,0.644360636,1.203348399,1.985651255,0.835385266,1.928671715,AUS1154,2
1.363353973,1.251741708,1.720566324,1.001813347,2.061422431,2.53627266,1.015902225,1.045520206,1.029154362,1.062146304,1.551925963,1.508875567,1.013563145,0.999967818,0.984832509,0.999967818,1.000840069,0.999128481,1.017140551,1.551925963,1.193334141,0.644360636,1.203348399,1.985651255,0.835385266,1.928671715,AUS1154,2
1.301943876,1.241597098,1.78889127,1.001280616,2.072997601,2.615798343,1.063761163,1.009236438,0.948743452,1.073586527,1.675737703,1.465380309,1.007830927,1.00480565,0.99096088,1.00480565,1.007692371,0.997135315,1.019805529,1.675737703,1.301623477,0.596752104,1.168488625,1.939485781,0.855731112,1.928017847,AUS881,2
1.372849474,1.241597098,1.78889127,1.001280616,2.072997601,2.615798343,1.063761163,1.009236438,0.948743452,1.073586527,1.675737703,1.486585249,1.007830927,1.00480565,0.99096088,1.00480565,1.007692371,0.997135315,1.019805529,1.675737703,1.320671625,0.596752104,1.270499537,1.939485781,0.855731112,1.928017847,AUS881,2
1.396423505,1.160455849,1.819191448,1.001280616,2.062114888,2.682486128,1.038731489,1.023383399,0.985224199,1.063020562,1.719773424,1.435398573,1.007830927,1.00480565,0.99096088,1.00480565,1.007692371,0.997135315,1.019805529,1.719773424,1.255238349,0.581471946,1.237004549,1.790508027,0.806079574,1.763372624,AUS881,2
1.330537705,1.160455849,1.819191448,1.001280616,2.062114888,2.682486128,1.038731489,1.023383399,0.985224199,1.063020562,1.719773424,1.511382299,1.007830927,1.00480565,0.99096088,1.00480565,1.007692371,0.997135315,1.019805529,1.719773424,1.335359946,0.581471946,1.306694946,1.790508027,0.806079574,1.763372624,AUS881,2
0.928101395,1.333488106,1.783583035,1.003313151,1.96658543,2.093824749,0.985463207,0.981122222,0.99559498,0.966859852,1.079073521,1.820032303,0.99904525,1.004794698,0.997650296,1.004794698,1.003835103,1.000955929,1.005238437,1.079073521,0.665689412,0.926720914,0.801280958,2.104164956,0.922464404,2.129338248,UKR663,2
0.928101395,1.333488106,1.783583035,1.003313151,1.96658543,2.093824749,0.985463207,0.981122222,0.99559498,0.966859852,1.079073521,1.820032303,0.99904525,1.004794698,0.997650296,1.004794698,1.003835103,1.000955929,1.005238437,1.079073521,0.665689412,0.926720914,0.801280958,2.104164956,0.922464404,2.129338248,UKR663,2
1.245609766,1.32609524,1.598679407,1.000172126,1.757597172,2.326774886,0.823384717,0.843061839,0.921847204,0.771009839,1.112275783,1.090426836,0.996037393,0.999059363,0.992789741,0.999059363,1.000120514,0.998938977,0.998429953,1.112275783,0.541023168,0.758226203,0.319898505,1.804182157,0.816144524,1.913399688,RUS85,3
1.245609766,1.324370238,1.657177639,0.99967037,1.810741521,2.358186982,0.813464419,0.893134603,0.957787576,0.819670743,1.128876914,1.090426836,0.996999576,0.999519737,0.993267894,0.999519737,1.000350918,0.99872195,0.998046868,1.128876914,0.549098141,0.746386034,0.32467311,1.79282271,0.829467207,1.930770616,RUS85,3
1.245609766,1.280864476,1.586533562,0.999566276,1.888033124,2.306858408,0.827739155,0.958670027,1.0115245,0.882761647,1.206023347,1.095257915,0.997509833,1.000155233,0.993574683,1.000155233,0.99909847,0.999844649,0.998473209,1.206023347,0.460273441,0.787078037,0.352687371,1.967818312,0.828678607,2.020756406,RUS95,3
1.245609766,1.280212194,1.581716788,0.999566276,1.862519163,2.323192697,0.820932951,0.959217026,1.01948926,0.863526941,1.25524879,1.083789748,0.997509833,1.000155233,0.993574683,1.000155233,0.99909847,0.999844649,0.998473209,1.25524879,0.460273441,0.787078037,0.352687371,1.974496429,0.799041794,1.985710039,RUS95,3
1.245609766,1.264826116,1.59877627,1.000138215,1.877982202,2.310850149,0.811508976,0.978470541,1.020484855,0.865452595,1.251725284,1.090994109,0.996840865,0.999045235,0.99463957,0.999045235,0.997790403,0.99877419,0.998556346,1.251725284,0.468348414,0.788698651,0.360715253,1.981682626,0.816705483,2.008913648,RUS95,3
1.245609766,1.254162659,1.574913937,1.000138215,1.888033124,2.318872755,0.811508976,0.978895619,1.02878148,0.878565514,1.230143814,1.090994109,0.996840865,0.999045235,0.99463957,0.999045235,0.997790403,0.99877419,0.998556346,1.230143814,0.460273441,0.788698651,0.354496025,1.972610067,0.820948503,1.999078393,RUS95,3
1.245609766,1.346310107,1.719957716,1.007173795,1.915596223,2.463354627,0.902332404,1.013263819,1.122938524,0.914300778,1.355115584,1.342784528,0.991843201,1.000111641,1.001042606,1.000111641,1.002843116,0.997276269,1.004534717,1.355115584,0.872097047,0.737944432,0.731714817,2.024361188,0.848714877,2.006503975,BRA2366,3
1.245609766,1.346310107,1.719957716,1.007173795,1.915596223,2.463354627,0.902332404,1.013263819,1.122938524,0.914300778,1.355115584,1.351988474,0.991843201,1.000111641,1.001042606,1.000111641,1.002843116,0.997276269,1.004534717,1.355115584,0.872097047,0.737944432,0.744187229,2.024361188,0.848714877,2.006503975,BRA2366,3
0.91460857,1.20945116,1.645256096,1.002448755,1.998801182,2.443672025,0.940325348,1.009533098,1.020484855,0.998698874,1.380210317,1.348885826,0.991843201,1.000111641,0.995374734,1.000111641,1.002843116,0.99632235,1.004534717,1.380210317,0.888246992,0.570289794,0.615849385,1.962157012,0.790851851,1.852904467,BRA2366,3
0.897187454,1.20945116,1.645256096,1.002448755,1.998801182,2.443672025,0.940325348,1.009533098,1.020484855,0.998698874,1.380210317,1.345818038,0.991843201,1.000111641,0.995374734,1.000111641,1.002843116,0.99632235,1.004534717,1.380210317,0.888246992,0.570289794,0.63062977,1.962157012,0.790851851,1.852904467,BRA2366,3
1.245609766,1.352138289,1.803236443,1.000251978,1.846458687,2.51646904,0.907397622,0.937634643,0.981166068,0.852101777,1.434031916,1.258982866,1.004016684,1.001110671,0.993774522,1.001110671,1.004111811,0.997011149,1.012654926,1.434031916,0.75904743,0.680252586,0.670579167,1.827869093,0.841623537,1.91026696,RUS2688,3
1.245609766,1.319911869,1.734473095,1.000251978,1.907117366,2.465104146,0.965581384,0.937634643,0.967149409,0.909020586,1.433626249,1.239149682,1.004016684,1.001110671,0.993774522,1.001110671,1.004111811,0.997011149,1.012654926,1.433626249,0.734822512,0.672127257,0.649177705,1.787667987,0.835711862,1.869984762,RUS2688,3
0.907515687,1.15663856,1.753969817,1.00034521,1.918801505,1.780417776,0.925602317,0.975397001,0.897987629,0.91930747,0.930965391,1.338000786,0.998498669,0.998893442,0.992918754,0.998893442,1.000224351,0.99623445,1.003658767,0.930965391,0.783272348,0.762811093,0.700218495,1.925583145,0.86218417,1.921256122,PER133,2
1.200478978,1.15663856,1.75157012,1.00034521,1.918801505,2.135940538,0.925602317,0.975397001,0.981372195,0.91930747,1.127032344,1.325554713,0.998498669,0.997501451,0.990422088,0.997501451,1.000224351,0.995537807,1.003658767,1.127032344,0.783272348,0.762811093,0.683934344,1.925583145,0.86218417,1.921256122,PER133,2
0.909913517,1.15663856,1.753969817,1.00034521,1.918801505,1.780417776,0.925602317,0.975397001,0.897987629,0.91930747,0.930965391,1.338211487,0.998498669,0.998893442,0.992918754,0.998893442,1.000224351,0.99623445,1.003658767,0.930965391,0.783272348,0.762811093,0.70186687,1.925583145,0.86218417,1.921256122,PER133,2
1.245609766,1.15663856,1.773795813,1.00034521,1.918801505,2.207409934,0.925602317,0.975397001,1.032929792,0.91930747,1.127032344,1.338211487,0.998498669,0.998893442,0.997809611,0.998893442,1.000224351,0.998669389,1.003658767,1.127032344,0.783272348,0.762811093,0.70186687,1.925583145,0.86218417,1.921256122,PER133,2
1.245609766,1.143767878,1.561947835,0.999643535,1.845065427,2.191456021,0.790676208,0.909470398,0.962952522,0.850895983,1.079073521,1.038695782,0.995690649,0.999534242,0.992319308,0.999534242,0.997851871,0.996883879,0.996423477,1.079073521,0.427973551,0.795226731,0.264509163,1.844683643,0.800039019,1.833974197,USA214,2
0.931590498,1.143767878,1.561947835,0.999643535,1.845065427,2.191456021,0.790676208,0.909470398,0.861572579,0.850895983,1.079073521,1.037729076,0.995690649,0.999534242,0.992319308,0.999534242,0.997851871,0.994537509,0.996423477,1.079073521,0.427973551,0.730143751,0.263425109,1.844683643,0.800039019,1.833974197,USA214,2
1.245609766,1.175350093,1.573170317,0.999643535,1.838669689,2.216799168,0.806179663,0.906657189,0.969846834,0.845015833,1.079073521,1.045316664,0.995690649,0.999534242,0.992319308,0.999534242,0.997851871,0.996883879,0.996423477,1.079073521,0.427973551,0.809336265,0.26670426,1.876703537,0.804609286,1.885930578,USA214,2
1.245609766,1.175350093,1.573170317,0.999643535,1.838669689,2.216799168,0.806179663,0.906657189,0.969846834,0.845015833,1.079073521,1.042335143,0.995690649,0.999534242,0.992319308,0.999534242,0.997851871,0.996883879,0.996423477,1.079073521,0.427973551,0.809336265,0.263425109,1.876703537,0.804609286,1.885930578,USA214,2
1.201750268,1.17912127,1.799785112,0.999029061,1.918262552,2.291320503,0.976717668,0.941544884,0.947029371,0.919623524,1.267483183,1.065465611,1.002185354,0.997749737,0.991215741,0.997749737,1.00044258,0.997308349,1.00686576,1.267483183,0.444123496,0.632523799,0.415234903,1.83582367,0.895089983,1.904749341,USA1856,2
1.201439207,1.196720095,1.778867868,0.999319694,1.897778212,2.261865394,0.965581384,0.932196828,0.94742103,0.900111903,1.22621991,1.053899312,1.002484284,0.999088984,0.989779762,0.999088984,1.001050951,0.998040094,1.007622686,1.22621991,0.436048523,0.6081606,0.409302976,1.870519219,0.887186559,1.9528198,USA1856,2
