indicator1,indicator10,indicator11,indicator12,indicator13,indicator14,indicator15,indicator16,indicator17,indicator18,indicator19,indicator2,indicator21,indicator22,indicator23,indicator26,indicator27,indicator28,indicator29,indicator3,indicator4,indicator5,indicator6,indicator7,indicator8,indicator9,ID,label_1
1.430144547,1.179376325,1.770185936,1.000863077,2.019557801,2.071242097,1.015818294,1.003739507,0.988109304,1.019616954,1.089652673,1.542322366,1.006052335,1.005882967,0.984834951,1.005882967,1.008560815,0.99405643,1.026817529,1.089652673,1.094598107,0.912991716,0.946312155,1.870063184,0.835248306,1.865652898,ZAF184,2
1.360944004,1.177874109,1.797495232,1.000863077,2.00655495,2.027830957,1.005492081,1.001062869,0.985003544,1.006560787,1.043401669,1.857583108,1.006052335,1.005882967,0.984834951,1.005882967,1.008560815,0.99405643,1.026817529,1.043401669,1.236059059,0.957272153,1.174044785,1.874711592,0.839116889,1.873459667,ZAF184,2
1.370866614,1.179376325,1.770185936,1.000863077,2.019557801,2.071242097,1.015818294,1.003739507,0.988109304,1.019616954,1.089652673,1.618253375,1.006052335,1.005882967,0.984834951,1.005882967,1.008560815,0.99405643,1.026817529,1.089652673,1.072372764,0.912991716,0.991374639,1.870063184,0.835248306,1.865652898,ZAF184,2
1.262909902,1.177874109,1.797495232,1.000863077,2.00655495,2.027830957,1.005492081,1.001062869,0.985003544,1.006560787,1.043401669,1.933086414,1.006052335,1.005882967,0.984834951,1.005882967,1.008560815,0.99405643,1.026817529,1.043401669,1.446859829,0.957272153,1.226224553,1.874711592,0.839116889,1.873459667,ZAF184,2
0.996963905,1.196720095,1.655999647,1.000391872,1.92287173,2.162044123,0.823498838,0.995853787,1.056549775,0.905332299,1.101095429,1.192195532,0.995483775,0.996433627,0.997115051,0.996433627,0.9968594,0.998910171,0.9976707,1.101095429,0.413516745,0.858436215,0.415325191,1.987608382,0.81106124,1.897706365,USA2128,2
0.996963905,1.196720095,1.655999647,1.000391872,1.92287173,2.162044123,0.823498838,0.995853787,1.056549775,0.905332299,1.101095429,1.192195532,0.995483775,0.996433627,0.997115051,0.996433627,0.9968594,0.998910171,0.9976707,1.101095429,0.413516745,0.858436215,0.418189503,1.987608382,0.81106124,1.897706365,USA2128,2
1.020987131,1.156829425,1.671915464,1.000391872,1.89411127,2.173619874,0.827308265,0.962834762,1.033887095,0.896665395,1.099824935,1.201044984,0.995483775,0.996433627,0.997115051,0.996433627,0.9968594,0.998910171,0.9976707,1.099824935,0.436567397,0.877946129,0.437249841,1.896421558,0.816324076,1.899415624,USA2128,2
1.008832523,1.156829425,1.671915464,1.000391872,1.89411127,2.173619874,0.827308265,0.962834762,1.033887095,0.896665395,1.099824935,1.201044984,0.995483775,0.996433627,0.997115051,0.996433627,0.9968594,0.998910171,0.9976707,1.099824935,0.434821128,0.877946129,0.437249841,1.896421558,0.816324076,1.899415624,USA2128,2
1.245609766,1.114187674,1.598090102,1.000176432,1.88586992,2.347539095,0.841372506,1.044497415,1.210331153,0.878811407,1.159004893,1.294897008,0.991791621,1.001312048,0.989157629,1.001312048,1.001612653,0.996908906,0.993864582,1.159004893,0.702522621,0.638686036,0.570320062,1.892390979,0.724783024,1.683632173,AUS1198,2
1.245609766,1.114187674,1.598090102,1.000176432,1.88586992,2.347539095,0.841372506,1.044497415,1.210331153,0.878811407,1.159004893,1.300274903,0.991791621,1.001312048,0.989157629,1.001312048,1.001612653,0.996908906,0.993864582,1.159004893,0.702522621,0.638686036,0.576553069,1.892390979,0.724783024,1.683632173,AUS1198,2
1.245609766,1.133734827,1.611042092,1.000065548,1.897915442,2.372746332,0.833042085,1.064873357,1.226894824,0.887084321,1.172326788,1.294897008,0.994114701,1.004541954,0.987561284,1.004541954,1.000470247,0.998901976,0.990615771,1.172326788,0.710597594,0.637120629,0.576875465,1.896897484,0.734020063,1.706188438,AUS1198,2
1.245609766,1.133734827,1.611042092,1.000065548,1.897915442,2.372746332,0.833042085,1.064873357,1.226894824,0.887084321,1.172326788,1.297571341,0.994114701,1.004541954,0.987561284,1.004541954,1.000470247,0.998901976,0.990615771,1.172326788,0.710597594,0.637120629,0.580010658,1.896897484,0.734020063,1.706188438,AUS1198,2
1.245609766,1.312906512,1.60389414,0.999396961,1.774759844,2.292284038,0.799731323,0.83045849,0.879442233,0.784203076,1.041864089,1.075827032,0.971163428,1.000580354,0.994313567,1.000580354,0.994797726,0.996183487,0.98902583,1.041864089,0.549098141,0.631855169,0.35699987,1.941534235,0.824680645,2.01603625,COL34,2
1.245609766,1.312906512,1.60389414,0.999396961,1.774759844,2.292284038,0.799731323,0.83045849,0.879442233,0.784203076,1.041864089,1.075827032,0.971163428,1.000580354,0.994313567,1.000580354,0.994797726,0.996183487,0.98902583,1.041864089,0.549098141,0.631855169,0.355461077,1.941534235,0.824680645,2.01603625,COL34,2
1.245609766,1.312906512,1.60389414,0.999396961,1.774759844,2.292284038,0.799731323,0.83045849,0.879442233,0.784203076,1.041864089,1.07918368,0.971163428,1.000580354,0.994313567,1.000580354,0.994797726,0.996183487,0.98902583,1.041864089,0.549098141,0.631855169,0.353935493,1.941534235,0.824680645,2.01603625,COL34,2
1.245609766,1.312906512,1.60389414,0.999396961,1.774759844,2.292284038,0.799731323,0.83045849,0.879442233,0.784203076,1.041864089,1.080320981,0.971163428,1.000580354,0.994313567,1.000580354,0.994797726,0.996183487,0.98902583,1.041864089,0.549098141,0.631855169,0.35699987,1.941534235,0.824680645,2.01603625,COL34,2
1.245609766,1.227405225,1.65393538,1.001336888,2.072772954,2.343156684,1.012763201,1.060009752,1.046651133,1.07353887,1.355759039,1.041644233,0.99809705,1.001056849,0.995304207,1.001056849,1.002371034,0.9963797,1.003116241,1.355759039,0.387598687,0.656427314,0.363824867,2.015285996,0.811985912,1.908251128,USA3897,2
1.245609766,1.227405225,1.65393538,1.001336888,2.072772954,2.343156684,1.012763201,1.060009752,1.046651133,1.07353887,1.355759039,1.041644233,0.99809705,1.001056849,0.995304207,1.001056849,1.002371034,0.9963797,1.003116241,1.355759039,0.387598687,0.656427314,0.363824867,2.015285996,0.811985912,1.908251128,USA3897,2
1.245609766,1.282200102,1.673988613,1.001336888,1.934593174,2.451535812,0.93485834,0.988193374,1.044160589,0.935226012,1.394899917,1.055692738,0.99809705,1.001056849,0.995304207,1.001056849,1.002371034,0.9963797,1.003116241,1.394899917,0.427973551,0.617813943,0.409302976,1.968167722,0.830171006,1.98330618,USA3897,2
1.245609766,1.282200102,1.673988613,1.001336888,1.934593174,2.451535812,0.93485834,0.988193374,1.044160589,0.935226012,1.394899917,1.055692738,0.99809705,1.001056849,0.995304207,1.001056849,1.002371034,0.9963797,1.003116241,1.394899917,0.427973551,0.617813943,0.409302976,1.968167722,0.830171006,1.98330618,USA3897,2
1.232701893,1.23694598,1.792431769,1.002809471,2.03921906,2.093901637,1.030286517,1.008932542,0.979273751,1.039489595,1.123297845,1.925969282,1.008960296,1.007330382,0.988342558,1.007330382,1.012566749,0.994828621,1.029835585,1.123297845,1.363782554,0.890235839,1.252188568,1.869961971,0.826920369,1.858912899,BWA23,1
1.230781079,1.270744018,1.816081182,1.00242748,1.982346517,2.146082103,0.998392402,0.983954115,0.985538465,0.982372313,1.144471916,1.852344118,1.007742427,1.008085382,0.989914062,1.008085382,1.012895844,0.995250783,1.0280986,1.144471916,1.29734651,0.873765434,1.190081342,1.857497214,0.834485413,1.877887426,BWA23,1
1.236314171,1.235015138,1.755300629,1.000173943,2.032732844,2.058822525,1.022627125,1.01010572,0.956805565,1.032961508,1.121115346,1.803554617,1.008960296,1.0042425,0.988308669,1.0042425,1.007623735,0.994828621,1.02297631,1.121115346,1.233710108,0.865393795,1.115172007,1.858708764,0.821460046,1.846228047,BWA23,1
1.226147114,1.251615512,1.819347477,1.00242748,1.981971233,2.194844686,0.99317309,0.988798143,0.99559498,0.982047707,1.187970849,1.795586513,1.007742427,1.008085382,0.989914062,1.008085382,1.012895844,0.995250783,1.0280986,1.187970849,1.302249558,0.841771497,1.164239576,1.829006668,0.82366425,1.843027086,BWA23,1
1.206377963,1.308563094,1.64406266,1.00039531,1.68728709,2.085413874,0.793010061,0.829729698,0.92858378,0.711540836,1.048677084,1.143826093,0.993130755,0.996544938,0.988209572,0.996544938,0.999269416,0.994374772,0.993543648,1.048677084,0.557173113,0.838078044,0.357605639,1.980016007,0.836815129,2.036639986,USA1548,1
1.209188428,1.328067422,1.62370535,1.00039531,1.776542694,2.044623997,0.810438854,0.910410711,0.924017333,0.786779844,1.079073521,1.125283221,0.993130755,0.996544938,0.986813939,0.996544938,0.999269416,0.994374772,0.993543648,1.079073521,0.549098141,0.841057637,0.347961898,1.948451532,0.820834441,1.997746201,USA1548,1
1.245609766,1.357255717,1.64406266,1.00039531,1.68728709,2.214779795,0.793010061,0.829729698,0.967550051,0.711540836,1.048677084,1.14528964,0.993130755,0.996544938,0.998337428,0.996544938,0.999269416,0.99727353,0.993543648,1.048677084,0.557173113,0.889151148,0.359140427,2.075052522,0.836815129,2.036639986,USA1548,1
1.245609766,1.328067422,1.62370535,1.00039531,1.776542694,2.268306861,0.810438854,0.935664822,1.112723802,0.786779844,1.079073521,1.126649593,0.993130755,0.996544938,0.998337428,0.996544938,0.999269416,0.99727353,0.993543648,1.079073521,0.549098141,0.877295799,0.349436313,2.062501196,0.820834441,1.997746201,USA1548,1
1.245609766,1.084527586,1.621367278,0.999661672,1.727456961,2.204929703,0.834132862,0.850305926,0.969395112,0.745846723,1.064875185,1.129529065,0.994360678,0.997255798,0.992931346,0.997255798,0.99561417,0.997844795,0.992520893,1.064875185,0.427973551,0.615005698,0.367289866,1.906902658,0.80192764,1.815714905,USA3896,2
1.245609766,1.12145468,1.621367278,0.999661672,1.727456961,2.197928682,0.86294616,0.850305926,0.969395112,0.745846723,1.039107835,1.136063254,0.994360678,0.997255798,0.992931346,0.997255798,0.99561417,0.997844795,0.992520893,1.039107835,0.419898578,0.615005698,0.356288006,1.93446299,0.80192764,1.857240661,USA3896,2
1.240705791,1.150094637,1.825816036,1.001607461,1.910776201,2.274691693,0.912399281,0.991066029,1.077585155,0.911493508,1.178680307,1.282869061,1.000216692,1.003031046,0.995622743,1.003031046,1.00148551,1.000480242,1.003364715,1.178680307,0.575589158,0.69097612,0.589761771,1.927811718,0.874706495,1.904601915,USA3580,2
1.240705791,1.150094637,1.825816036,1.001607461,1.910776201,2.274691693,0.912399281,0.991066029,1.077585155,0.911493508,1.178680307,1.282869061,1.000216692,1.003031046,0.995622743,1.003031046,1.00148551,1.000480242,1.003364715,1.178680307,0.575589158,0.69097612,0.589761771,1.927811718,0.874706495,1.904601915,USA3580,2
1.245609766,1.149481144,1.768434738,1.001607461,1.958672637,2.24198971,0.93485834,1.023814297,1.095154478,0.957121334,1.177171114,1.300645861,1.000216692,1.003031046,0.995622743,1.003031046,1.00148551,1.000480242,1.003364715,1.177171114,0.581398031,0.706821036,0.586026632,1.953177662,0.860556325,1.913916149,USA3580,2
1.245609766,1.149481144,1.768434738,1.001607461,1.958672637,2.24198971,0.93485834,1.023814297,1.095154478,0.957121334,1.177171114,1.300645861,1.000216692,1.003031046,0.995622743,1.003031046,1.00148551,1.000480242,1.003364715,1.177171114,0.581398031,0.706821036,0.586026632,1.953177662,0.860556325,1.913916149,USA3580,2
1.209678715,0.991033828,1.71604544,0.998692731,1.900008077,2.0216672,0.92069382,0.979314258,0.960038017,0.901648584,1.1852119,1.400519673,1.005102105,1.0034517,0.980756962,1.0034517,1.001048594,0.99968444,1.008531007,1.1852119,1.162796062,0.752960743,0.793799711,1.920650743,0.826778667,1.779429183,BOL126,2
1.245609766,1.224768222,1.855643215,0.99932894,1.914546884,2.394754447,0.935651265,0.978895619,1.046218454,0.915904924,1.325980174,1.394863781,1.005102105,1.0034517,0.995591896,1.0034517,1.003768449,0.99968444,1.008531007,1.325980174,1.170871035,0.754159089,0.785038776,1.901506702,0.876500491,1.927354676,BOL126,2
1.227941543,1.288775487,1.625670072,1.000026211,1.746783112,2.171013201,0.783043738,0.829878156,0.905086346,0.760919394,1.13944127,1.074101124,0.998806441,0.996182751,0.989732889,0.996182751,0.999645596,0.995231752,1.00130039,1.13944127,0.419898578,0.871558955,0.310655059,1.913123492,0.842776466,2.074422423,USA3232,2
1.211248118,1.346310107,1.625670072,1.001549585,1.746783112,2.230066851,0.783043738,0.829878156,0.905086346,0.760919394,1.13944127,1.074101124,0.998806441,0.996182751,0.991303574,0.996182751,0.999645596,0.995231752,1.00130039,1.13944127,0.419898578,0.797411019,0.310655059,1.913123492,0.842776466,2.081407042,USA3232,2
1.245609766,1.363908932,1.620927389,1.002703428,1.711951344,2.249711944,0.791414468,0.820652712,0.920738215,0.731446639,1.127753529,1.068564767,0.998806441,0.996182751,0.993344346,0.996182751,0.999645596,0.995231752,1.00130039,1.127753529,0.419898578,0.85543469,0.310655059,1.868330992,0.832806092,2.050878594,USA3232,2
1.245609766,1.363908932,1.620927389,1.002703428,1.711951344,2.249711944,0.791414468,0.820652712,0.920738215,0.731446639,1.127753529,1.067262095,0.998806441,0.996182751,0.993344346,0.996182751,0.999645596,0.995231752,1.00130039,1.127753529,0.419898578,0.85543469,0.30913224,1.868330992,0.832806092,2.050878594,USA3232,2
1.245609766,1.162528092,1.747363174,1.001082972,1.98873772,2.384079849,0.924165516,1.064572205,1.151928076,0.983840921,1.302022595,1.396660377,1.000862719,1.001908911,0.998057157,1.001908911,1.001765499,1.00014316,1.003571889,1.302022595,1.178946008,0.768035826,0.773194041,1.953860223,0.839648436,1.878793221,USA3811,2
1.245609766,1.162528092,1.747363174,1.001082972,1.98873772,2.384079849,0.924165516,1.064572205,1.151928076,0.983840921,1.302022595,1.401892454,1.000862719,1.001908911,0.998057157,1.001908911,1.001765499,1.00014316,1.003571889,1.302022595,1.178946008,0.768035826,0.780006324,1.953860223,0.839648436,1.878793221,USA3811,2
1.245609766,1.162528092,1.747363174,1.001082972,1.98873772,2.384079849,0.924165516,1.064572205,1.151928076,0.983840921,1.302022595,1.388981402,1.000862719,1.001908911,0.998057157,1.001908911,1.001765499,1.00014316,1.003571889,1.302022595,1.178946008,0.768035826,0.763195843,1.953860223,0.839648436,1.878793221,USA3811,2
1.245609766,1.162528092,1.747363174,1.001082972,1.98873772,2.384079849,0.924165516,1.064572205,1.151928076,0.983840921,1.302022595,1.396660377,1.000862719,1.001908911,0.998057157,1.001908911,1.001765499,1.00014316,1.003571889,1.302022595,1.178946008,0.768035826,0.773194041,1.953860223,0.839648436,1.878793221,USA3811,2
1.245609766,1.206217873,1.551248162,0.998857867,1.893282881,2.274621496,0.810438854,0.97715514,1.047994716,0.893850986,1.109469958,1.116975192,0.996916065,1.000587587,0.995344849,1.000587587,1.001429434,0.999053395,0.999050228,1.109469958,0.589473004,0.779484881,0.348546133,1.923981969,0.802821971,1.951537848,USA1587,2
1.245609766,1.206143088,1.576430366,0.998459993,1.849950717,2.303270471,0.790339176,0.956835792,1.071346772,0.854564326,1.109904193,1.112550466,0.997394764,0.999172988,0.995483164,0.999172988,1.000869261,0.9983052,1.000930952,1.109904193,0.581398031,0.76809301,0.343771528,1.919020857,0.809501612,1.964394011,USA1587,2
