fid,ISO3_CODE,COUNTRY_NA,AREA,Classified_Commodity
22716,AUS,Australia,1.108327695,Coal
22717,AUS,Australia,0.101698786,Iron
22718,AUS,Australia,0.021093444,Other metals
22719,AUS,Australia,0.076092609,Other metals
22721,AUS,Australia,0.043234343,Silver
22722,AUS,Australia,0.028319064,Copper
22723,AUS,Australia,0.476974078,Bauxite
22724,AUS,Australia,0.651162957,Bauxite
22725,AUS,Australia,0.041124793,Lithium
22726,AUS,Australia,0.028768312,Gold
22727,AUS,Australia,0.020416948,Iron
22729,AUS,Australia,0.869635256,Lead
22730,AUS,Australia,0.27023435,Coal
22732,AUS,Australia,0.317895469,Other metals
22734,AUS,Australia,0.053344611,Nickel and Cobalt
22735,AUS,Australia,0.076241148,Ilmenite
22737,AUS,Australia,0.145882505,Ilmenite
22739,AUS,Australia,0.287379767,Ilmenite
22740,AUS,Australia,0.115302674,Ilmenite
22741,AUS,Australia,0.120306174,Gold
22742,AUS,Australia,0.57447992,Gold
22743,AUS,Australia,0.133721383,Nickel and Cobalt
22744,AUS,Australia,0.232367619,Lithium
22746,AUS,Australia,0.075014025,Coal
22747,AUS,Australia,0.20509484,Nickel and Cobalt
22748,AUS,Australia,0.046040087,Manganese
